# File Name: C:\Users\Valls-testedDX\Desktop\n61_16.11.21_Advance_miRNA_RT-PCR_Neurognos_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 272323343
# Instrument Serial Number: 272323343
# Heated Cover Serial Number:
# Block Serial Number: 19041571
# Run Start Date/Time: 2021-11-16 10:47:06 AM CLST
# Run End Date/Time: 2021-11-16 11:23:49 AM CLST
# Run Duration: 36 minutes 42 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-11-16 11:39:36 AM CLST
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported On: 2021-12-15 10:48:38 AM CLST
"Well","Well Position","Cycle Number","X1_M1","X3_M3","X2_M2","X4_M4"
"64","F4","4","-10887.593","243.32504","-116.28726","-135.60391"
"65","F5","4","-4753.3447","315.52197","555.8028","420.9382"
"66","F6","4","-11714.612","-1393.8629","-818.0609","-779.1283"
"67","F7","4","-9729.933","-103.46727","-134.96109","-780.07306"
"68","F8","4","-5066.8545","-521.15546","631.5828","57.705406"
"69","F9","4","-5762.8335","-204.92354","-232.72339","72.012024"
"70","F10","4","-8499.275","4.1640186","101.65538","193.68567"
"71","F11","4","-11259.913","-217.81792","-239.23608","-564.9389"
"72","F12","4","-13702.363","-392.81943","176.04669","-1229.876"
"73","G1","4","160357.48","16659.416","21908.611","198814.7"
"74","G2","4","167898.33","17600.803","19566.57","197326.34"
"75","G3","4","158480.27","18895.5","17773.21","194192.25"
"76","G4","4","-9637.849","-502.18396","-766.65137","911.9536"
"77","G5","4","-11600.685","-760.0852","-290.95132","-383.4482"
"78","G6","4","-7574.378","-151.00963","-452.16724","483.4648"
"79","G7","4","-5504.997","297.3177","-74.79109","284.50577"
"80","G8","4","-7467.6704","26.207766","-274.9422","-1034.0734"
"81","G9","4","-7730.7935","458.83157","202.71971","1415.3168"
"82","G10","4","-9016.246","259.97772","1084.5677","550.9891"
"83","G11","4","-10866.714","-870.7423","256.5231","-735.61847"
"84","G12","4","-13942.975","-1164.1205","393.72922","-536.8639"
"85","H1","4","168291.19","16326.723","26538.082","200894.05"
"86","H2","4","159311.95","16412.73","20633.73","192385.12"
"87","H3","4","153075.06","18035.492","18937.447","188840.12"
"88","H4","4","-7869.803","-87.967636","976.7556","666.6124"
"89","H5","4","-1076.9211","258.62634","1966.917","599.4214"
"90","H6","4","-7888.344","459.89496","246.92369","100.73941"
"91","H7","4","-13339.865","105.50454","-1123.9656","-1343.65"
"92","H8","4","-8775.299","80.57938","86.5513","-1164.3298"
"93","H9","4","-16216.686","-882.9169","550.7112","253.05824"
"94","H10","4","-10994.665","144.64528","1.9714195","473.04874"
"95","H11","4","-11258.417","-349.65472","-523.7268","-1024.8076"
"96","H12","4","-5409.445","823.72","1584.0306","30.837248"
"1","A1","5","154419.31","13221.894","21776.885","180736.7"
"2","A2","5","164119.4","17273.072","20742.703","196156.56"
"3","A3","5","164498.22","18702.129","19010.414","193910.53"
"4","A4","5","153258.61","18971.303","16584.043","179190.25"
"5","A5","5","148910.12","19387.408","14992.677","175790.19"
"6","A6","5","143742.45","20192.555","14229.266","171977.17"
"7","A7","5","-6008.2817","142.08305","-692.3587","-106.187325"
"8","A8","5","-455.5587","369.6983","12.068112","724.19135"
"9","A9","5","-6838.4917","84.64219","-408.4786","449.74173"
"10","A10","5","-5607.322","433.28397","342.68073","1139.8402"
"11","A11","5","-3308.8262","365.58124","1239.7965","92.38152"
"12","A12","5","-4341.5835","1730.3473","794.38464","1090.9207"
"13","B1","5","168800.53","16166.75","22067.098","197734.73"
"14","B2","5","167643.92","18428.877","20123.666","197515.66"
"15","B3","5","165395.19","21342.4","18182.416","194631.61"
"16","B4","5","148652.22","20978.514","15270.13","185662.19"
"17","B5","5","146230.39","20401.188","13794.463","173520.28"
"18","B6","5","160774.94","22585.691","15082.259","188373.98"
"19","B7","5","-4107.6465","388.58435","259.96332","101.59838"
"20","B8","5","-5181.742","354.16837","-466.96188","-213.06572"
"21","B9","5","2305.0215","-722.4754","-199.25519","-487.0073"
"22","B10","5","-7422.2236","231.60086","-428.0452","-378.2093"
"23","B11","5","-5731.3413","37.69502","-553.0725","-43.692574"
"24","B12","5","-11532.293","291.33536","-365.71814","-275.03073"
"25","C1","5","164862.39","17071.033","21450.668","201607.67"
"26","C2","5","163123.34","18842.576","18099.814","194841.17"
"27","C3","5","162289.8","20795.945","16572.469","194048.42"
"28","C4","5","155222.3","21597.992","15211.091","185787.67"
"29","C5","5","158768.95","22299.604","14290.72","183188.6"
"30","C6","5","130491.09","18719.482","12292.406","148039.98"
"31","C7","5","-8475.556","-815.32275","129.76285","146.53383"
"32","C8","5","-7766.8633","-230.15009","-295.3028","20.108444"
"33","C9","5","-6163.8022","-64.28269","-322.21994","-114.38222"
"34","C10","5","-8288.796","-477.8653","-184.91486","25.275253"
"35","C11","5","-9887.639","-1140.7344","-321.1288","-1206.8376"
"36","C12","5","-9294.964","-588.817","-596.9201","-480.33475"
"37","D1","5","164076.05","18324.27","21206.836","198073.62"
"38","D2","5","158979.84","18719.703","17348.967","188205.5"
"39","D3","5","162705.55","21515.363","16592.203","191154.66"
"40","D4","5","-7082.492","-545.476","-260.55606","364.13724"
"41","D5","5","-13125.831","-842.2827","-1083.7496","-1154.146"
"42","D6","5","-7385.1064","-312.98074","-546.22174","246.32169"
"43","D7","5","-3981.0046","-342.70145","-249.47224","-32.546932"
"44","D8","5","-6954.676","-512.0666","-340.3291","-511.50446"
"45","D9","5","-6814.9893","316.93613","-687.46484","-402.3487"
"46","D10","5","-7836.1963","61.535286","-141.09612","111.71541"
"47","D11","5","-12527.762","-982.8114","-211.62622","-461.48972"
"48","D12","5","-10571.086","458.40723","-245.69499","-84.61006"
"49","E1","5","162979.0","17028.645","20858.824","198500.78"
"50","E2","5","164477.0","18784.41","18854.805","198031.17"
"51","E3","5","160867.95","20553.707","16576.05","189206.66"
"52","E4","5","-7067.981","-55.401752","-73.67309","175.21451"
"53","E5","5","-4610.544","-182.68428","267.0423","-99.35163"
"54","E6","5","-4600.7056","-286.7889","82.169","-553.5923"
"55","E7","5","-5415.6797","-26.554886","-405.19495","-78.55328"
"56","E8","5","-10236.5205","138.27911","-631.3461","30.806778"
"57","E9","5","-3386.1738","381.72586","1130.2125","821.7576"
"58","E10","5","-6246.7896","-537.5166","114.00824","-412.16946"
"59","E11","5","-10077.79","-643.7439","-142.3614","-785.4304"
"60","E12","5","-14017.505","-297.69952","-299.0203","-869.3453"
"61","F1","5","162232.89","17188.658","21219.93","193988.69"
"62","F2","5","155563.12","18160.928","18104.549","188112.95"
"63","F3","5","162376.19","20615.697","16930.986","191567.27"
"64","F4","5","-11115.445","37.1962","258.40173","-389.04187"
"65","F5","5","-4943.8955","80.69672","1061.1256","396.48395"
"66","F6","5","-12471.843","-1386.1125","-712.15155","-876.3612"
"67","F7","5","-9654.889","-380.07248","-25.700647","-584.2298"
"68","F8","5","-5525.6094","-307.2109","479.2641","75.423325"
"69","F9","5","-5774.9214","-412.2704","141.92755","-80.542046"
"70","F10","5","-8715.296","141.57925","-182.71892","68.48712"
"71","F11","5","-10404.573","-393.38577","-43.92906","-252.95827"
"72","F12","5","-13699.376","-621.78827","118.250626","-465.12845"
"73","G1","5","162883.81","16483.697","21983.477","199460.95"
"74","G2","5","169411.17","17730.35","19600.666","198388.66"
"75","G3","5","160982.16","19387.387","17716.865","194839.88"
"76","G4","5","-9526.282","-856.3247","-723.96655","731.24725"
"77","G5","5","-11753.105","-801.96234","-381.7428","-451.19034"
"78","G6","5","-7703.8057","-530.8182","-853.0312","698.00073"
"79","G7","5","-5966.705","-294.71414","25.8294","363.51114"
"80","G8","5","-7417.303","46.193554","-73.31327","-786.9429"
"81","G9","5","-7169.92","270.12784","196.09303","1598.8037"
"82","G10","5","-8607.608","-719.30383","755.5202","1010.09906"
"83","G11","5","-10516.365","-761.50824","-389.5885","-435.0107"
"84","G12","5","-14086.786","-1176.4003","552.38904","-388.06927"
"85","H1","5","171012.62","16348.538","26097.139","202508.77"
"86","H2","5","158938.52","15835.925","21725.182","193518.92"
"87","H3","5","155140.34","17412.836","19142.12","189631.78"
"88","H4","5","-7499.9014","-516.186","522.71454","1059.6611"
"89","H5","5","-1651.4894","158.62073","1742.5864","477.95218"
"90","H6","5","-8362.404","934.2948","806.8718","517.60345"
"91","H7","5","-13978.775","-494.0391","-855.7655","-1479.6372"
"92","H8","5","-10294.659","-50.190285","98.51939","-1177.322"
"93","H9","5","-17336.97","-1191.268","64.72321","39.13133"
"94","H10","5","-10897.279","-217.09688","362.84836","599.0781"
"95","H11","5","-11712.463","-866.7616","-197.3605","-1290.33"
"96","H12","5","-5770.698","316.83594","1577.5546","-233.33101"
"1","A1","6","156170.56","13365.89","22254.305","181506.95"
"2","A2","6","166282.06","17631.613","20617.31","196845.06"
"3","A3","6","165711.25","17964.752","19130.498","194600.27"
"4","A4","6","153134.89","18748.719","16447.438","179921.14"
"5","A5","6","149886.05","19060.217","15289.03","176648.95"
"6","A6","6","144836.45","20021.553","14504.563","172888.31"
"7","A7","6","-5415.603","-97.92673","-594.49146","-135.11452"
"8","A8","6","-1626.4333","12.859523","-31.190943","1035.0624"
"9","A9","6","-7498.374","-180.16347","-907.49365","653.6841"
"10","A10","6","-5707.0767","397.79245","-210.06929","1306.1266"
"11","A11","6","-4612.388","392.67267","493.42252","-104.104935"
"12","A12","6","-3906.971","1337.158","721.7477","800.31824"
"13","B1","6","169475.75","17051.184","22604.771","198771.69"
"14","B2","6","169332.1","18302.064","19755.102","198405.17"
"15","B3","6","168225.0","21012.242","18027.61","194966.61"
"16","B4","6","149008.39","21072.8","15509.928","186674.3"
"17","B5","6","148181.28","20132.863","13512.86","174274.77"
"18","B6","6","162938.02","22965.07","15293.389","189144.11"
"19","B7","6","-4137.865","210.90504","49.35924","-78.13548"
"20","B8","6","-5490.988","103.69117","-97.38634","-226.6209"
"21","B9","6","4010.1711","-505.4125","-157.15619","-120.39413"
"22","B10","6","-6977.2173","-127.09315","-144.87036","-25.092358"
"23","B11","6","-5473.839","36.215443","-468.5447","-190.1048"
"24","B12","6","-10907.313","335.465","362.7466","-612.16327"
"25","C1","6","168220.95","17414.697","21712.908","201752.61"
"26","C2","6","164933.14","19032.334","18690.092","195211.56"
"27","C3","6","163485.95","20777.889","16799.207","194931.75"
"28","C4","6","157043.97","21745.33","15607.243","186017.53"
"29","C5","6","160955.66","22442.742","14600.363","183104.56"
"30","C6","6","131805.8","18539.37","12550.8545","147551.23"
"31","C7","6","-7933.516","-470.3515","-91.79948","126.960945"
"32","C8","6","-7338.86","19.268234","-518.6923","-325.1594"
"33","C9","6","-6777.6333","61.66801","-297.93484","-151.3381"
"34","C10","6","-8453.551","-732.1483","-613.6687","-197.36089"
"35","C11","6","-9386.709","-936.4102","-603.3317","-1432.114"
"36","C12","6","-9039.8125","-579.75616","-497.58008","-492.74554"
"37","D1","6","166578.56","17681.041","21336.28","199217.42"
"38","D2","6","160829.0","18854.744","17996.268","188513.89"
"39","D3","6","163748.94","20901.242","17001.37","191816.62"
"40","D4","6","-6812.463","-520.4738","263.42764","859.1629"
"41","D5","6","-12835.845","-559.5919","-587.2433","-1261.3799"
"42","D6","6","-7247.2446","-272.56946","-855.98376","-26.418224"
"43","D7","6","-4673.107","-277.7476","-339.45288","-15.106772"
"44","D8","6","-7524.7114","-598.0999","-287.17276","-705.3961"
"45","D9","6","-6870.5176","23.04769","128.6953","-402.31723"
"46","D10","6","-7535.9375","-148.03195","-349.76904","145.34805"
"47","D11","6","-12943.84","-926.67053","-94.02437","-375.2417"
"48","D12","6","-10194.736","106.19526","356.53497","-53.004677"
"49","E1","6","163983.73","16988.166","20625.766","198836.89"
"50","E2","6","165771.92","19151.613","19094.84","199347.14"
"51","E3","6","161986.4","20898.82","16409.783","189904.73"
"52","E4","6","-6988.2417","-416.37524","88.29366","145.59935"
"53","E5","6","-4024.313","-124.68434","164.90355","126.55717"
"54","E6","6","-4256.704","90.06765","-200.08578","-532.664"
"55","E7","6","-4167.425","-338.35593","-329.43338","209.7179"
"56","E8","6","-10290.772","78.18071","-986.16077","-61.07691"
"57","E9","6","-4088.5095","64.68941","976.52155","772.9407"
"58","E10","6","-5500.615","-33.1692","56.46721","-568.95825"
"59","E11","6","-9201.179","-544.70447","-730.2809","-434.9426"
"60","E12","6","-12824.619","-902.8438","-661.73663","-997.78375"
"61","F1","6","163222.62","16690.607","21451.148","194751.94"
"62","F2","6","156017.2","18355.256","17479.227","188043.16"
"63","F3","6","163016.64","20823.248","16552.842","191889.34"
"64","F4","6","-10913.999","-367.81442","-159.40633","-195.05582"
"65","F5","6","-4542.8257","248.475","685.6182","701.1071"
"66","F6","6","-12401.152","-1330.7399","-650.32605","-1048.3442"
"67","F7","6","-9288.145","-435.607","-502.92465","-206.43205"
"68","F8","6","-5048.8223","391.03204","334.92172","157.67526"
"69","F9","6","-5269.903","341.97015","-48.89117","-340.0881"
"70","F10","6","-8394.661","-249.40404","44.98218","519.3402"
"71","F11","6","-10826.793","-278.77252","484.7111","-450.73132"
"72","F12","6","-13254.813","-496.1684","456.98712","-966.4211"
"73","G1","6","162460.86","16686.615","22694.982","200962.7"
"74","G2","6","170614.03","18077.64","20117.67","199158.05"
"75","G3","6","162854.72","19058.906","18024.188","195444.83"
"76","G4","6","-9223.786","-846.29895","-672.00867","713.9883"
"77","G5","6","-11877.274","-558.2479","-246.71796","-417.75772"
"78","G6","6","-7472.8257","-490.0096","-651.98","647.6052"
"79","G7","6","-5877.078","-1.2937738","609.81824","399.8165"
"80","G8","6","-7902.669","-119.46263","-273.71747","-692.7083"
"81","G9","6","-7688.392","-118.89326","401.1369","1505.0574"
"82","G10","6","-7215.511","-566.37445","1444.9149","875.7446"
"83","G11","6","-10061.325","-681.963","153.90985","-318.9005"
"84","G12","6","-13521.548","-1392.5503","-252.4066","-617.0851"
"85","H1","6","171271.25","16392.383","26491.941","202987.34"
"86","H2","6","159895.33","16382.582","21939.014","193509.06"
"87","H3","6","155033.72","18089.7","19721.05","190235.88"
"88","H4","6","-7633.531","-203.39291","1036.7501","592.0385"
"89","H5","6","-1300.7368","333.16068","1802.3206","101.31446"
"90","H6","6","-8732.188","1167.9718","740.6874","380.28076"
"91","H7","6","-12931.809","5.1646957","-667.459","-1662.64"
"92","H8","6","-9553.883","-91.131996","399.20468","-1340.0549"
"93","H9","6","-17716.365","-842.5737","1021.80273","97.42215"
"94","H10","6","-10101.288","190.20998","497.5552","142.51833"
"95","H11","6","-11372.27","-193.8357","-181.17642","-995.475"
"96","H12","6","-5839.373","664.916","2146.833","-281.85413"
"1","A1","7","156052.34","13522.018","22045.135","181698.7"
"2","A2","7","166839.05","17478.232","21238.51","197143.33"
"3","A3","7","167122.64","18112.074","19425.709","195364.4"
"4","A4","7","155119.23","19521.781","17201.428","180116.86"
"5","A5","7","150595.34","19283.857","15575.473","177432.05"
"6","A6","7","145112.78","20250.87","15031.76","173321.2"
"7","A7","7","-5316.461","140.77171","-570.2157","-162.78294"
"8","A8","7","-1876.4874","357.57098","569.6256","1022.633"
"9","A9","7","-6647.2397","-14.1134","-593.02057","544.7999"
"10","A10","7","-5956.2354","680.84845","56.81101","1134.3169"
"11","A11","7","-4634.3667","586.5839","897.6017","0.34002978"
"12","A12","7","-3529.78","1673.166","391.1769","1616.8542"
"13","B1","7","172213.98","16310.958","22714.82","199275.33"
"14","B2","7","171139.53","18492.268","20680.523","198462.23"
"15","B3","7","169690.61","20963.998","18345.344","195638.56"
"16","B4","7","150795.1","20853.676","15763.656","186611.7"
"17","B5","7","148966.47","20469.621","14043.262","174194.95"
"18","B6","7","164697.5","23060.549","15667.938","189918.19"
"19","B7","7","-4127.3027","247.44754","214.7149","-22.388327"
"20","B8","7","-5518.074","-122.52851","-0.011383854","-386.13376"
"21","B9","7","3827.285","-425.72055","509.73068","-285.39108"
"22","B10","7","-7995.791","-51.515877","-76.904106","-3.436124"
"23","B11","7","-5040.4097","-241.08537","-102.367775","84.83343"
"24","B12","7","-11954.893","74.836395","359.53143","-486.29803"
"25","C1","7","169660.14","17464.557","21610.549","202650.08"
"26","C2","7","166484.03","19860.053","19093.922","196322.64"
"27","C3","7","165538.06","20987.436","17558.826","194939.62"
"28","C4","7","156933.48","21895.6","15819.662","186540.94"
"29","C5","7","162099.27","22110.05","14831.185","183719.44"
"30","C6","7","133581.39","18889.379","12695.286","147997.89"
"31","C7","7","-8593.8","-772.206","219.67812","123.73422"
"32","C8","7","-8500.093","36.021194","-276.80225","-313.3575"
"33","C9","7","-7139.6597","-84.96262","95.479614","45.36021"
"34","C10","7","-8312.231","-558.88446","-104.07985","-353.24072"
"35","C11","7","-9795.816","-920.016","-621.65186","-797.0516"
"36","C12","7","-8276.769","-308.63312","25.596172","-550.7854"
"37","D1","7","167119.42","18116.037","21434.832","199007.8"
"38","D2","7","162127.56","19095.684","18022.648","190075.34"
"39","D3","7","164646.38","21315.656","17090.77","192293.88"
"40","D4","7","-7095.802","-455.751","226.05296","598.9816"
"41","D5","7","-12858.025","-461.62","-1001.47253","-979.7341"
"42","D6","7","-7893.0503","-172.60759","-584.9166","-246.8624"
"43","D7","7","-5090.64","-191.74886","35.955425","-11.910134"
"44","D8","7","-7914.2734","-380.08777","-621.44055","-449.2414"
"45","D9","7","-7535.588","135.76793","-83.21509","-527.41705"
"46","D10","7","-7294.247","-28.413113","-175.08661","359.62793"
"47","D11","7","-12259.758","-815.5962","-348.17612","-520.8155"
"48","D12","7","-9529.744","155.71806","-381.33978","-328.57935"
"49","E1","7","165237.42","17084.324","20928.162","199768.36"
"50","E2","7","168186.48","19172.125","19463.436","199455.58"
"51","E3","7","163022.92","20177.83","16382.223","190287.52"
"52","E4","7","-7383.145","45.501442","206.36087","-85.57578"
"53","E5","7","-4405.2446","-370.74786","-48.631992","-56.003098"
"54","E6","7","-4443.976","-238.35558","-390.29684","-775.7484"
"55","E7","7","-4945.28","-323.6408","-344.77002","-88.84071"
"56","E8","7","-9256.513","-422.53708","-438.97128","-75.31096"
"57","E9","7","-3444.0442","254.37358","1030.6503","639.7106"
"58","E10","7","-5398.7563","-20.174467","255.9214","-695.53784"
"59","E11","7","-10105.721","-629.5346","-820.6218","38.194"
"60","E12","7","-12670.911","-779.6769","-581.6724","-854.0426"
"61","F1","7","164222.14","17402.564","21370.613","195472.92"
"62","F2","7","156773.0","18001.746","18299.566","188496.27"
"63","F3","7","163254.1","20362.87","16828.166","191961.89"
"64","F4","7","-11654.994","-294.71533","75.21328","-333.40814"
"65","F5","7","-5078.363","198.4405","687.0405","240.21608"
"66","F6","7","-13631.263","-1352.5942","-469.81323","-1079.6824"
"67","F7","7","-10272.655","57.071083","-527.5947","-467.1034"
"68","F8","7","-5971.534","-445.1802","692.7579","6.890836"
"69","F9","7","-5819.7915","37.385864","-37.17601","-244.60672"
"70","F10","7","-8939.06","-334.79913","313.76846","-16.533579"
"71","F11","7","-10779.557","-356.577","-391.55496","-422.36563"
"72","F12","7","-13882.932","-693.2839","220.843","-463.85507"
"73","G1","7","164304.31","16525.764","23147.139","200925.36"
"74","G2","7","171466.08","17976.043","20302.094","199425.83"
"75","G3","7","164682.28","18437.58","17737.742","195410.2"
"76","G4","7","-8346.282","-1457.5837","-698.10297","479.80457"
"77","G5","7","-12014.561","-761.35","-514.00964","-263.8332"
"78","G6","7","-8007.4946","-629.41174","-633.46686","776.88806"
"79","G7","7","-5532.2773","-330.14563","411.62976","526.732"
"80","G8","7","-7970.339","320.8135","-297.91968","-890.6666"
"81","G9","7","-7573.6387","-125.88506","191.86868","1415.6615"
"82","G10","7","-10980.894","-362.77777","-285.61588","-105.64176"
"83","G11","7","-9460.07","-1089.785","-361.91635","-788.09814"
"84","G12","7","-13357.077","-1485.3221","859.68005","-817.29193"
"85","H1","7","170613.8","16111.247","26330.152","202476.55"
"86","H2","7","162318.03","16444.707","21584.396","194074.55"
"87","H3","7","157454.5","17846.781","19624.402","191175.36"
"88","H4","7","-6990.4106","131.91806","440.70172","1208.0752"
"89","H5","7","-992.55945","376.7619","1368.5956","547.46375"
"90","H6","7","-8165.717","948.8537","766.5427","447.77246"
"91","H7","7","-12620.892","-118.03839","-890.9447","-1443.583"
"92","H8","7","-10017.83","15.959037","305.11432","-1008.4229"
"93","H9","7","-17681.395","-923.7912","614.30505","-50.424744"
"94","H10","7","-10574.554","61.628754","436.0299","855.6923"
"95","H11","7","-11052.309","-824.29156","-932.1929","-1396.2241"
"96","H12","7","-5290.623","502.28192","1418.3105","-76.14729"
"1","A1","8","158453.92","13170.229","21869.441","181984.55"
"2","A2","8","167882.14","17386.367","21131.693","198113.89"
"3","A3","8","167788.55","18285.664","19350.906","196152.23"
"4","A4","8","156116.22","18886.316","16759.701","180874.73"
"5","A5","8","151875.4","19640.328","15164.022","177871.64"
"6","A6","8","146156.78","19672.596","14730.828","173527.1"
"7","A7","8","-5787.5938","-172.2178","-956.1397","247.45201"
"8","A8","8","-1324.0022","44.569218","-157.19022","1296.1393"
"9","A9","8","-7150.436","-47.688572","-1355.6337","735.5738"
"10","A10","8","-4129.996","362.86044","-500.7391","1386.007"
"11","A11","8","-3349.6538","379.68408","636.5871","155.0282"
"12","A12","8","-3500.524","1139.14","724.6323","1528.6285"
"13","B1","8","173469.8","16790.518","23110.371","199950.86"
"14","B2","8","173392.19","18436.674","20436.633","198860.39"
"15","B3","8","172757.28","21201.156","18628.715","196171.16"
"16","B4","8","151989.36","20849.426","15804.419","186766.22"
"17","B5","8","149397.06","20635.404","14266.869","174829.52"
"18","B6","8","165232.22","22983.268","15715.57","190540.4"
"19","B7","8","-3852.102","796.91406","167.25246","154.68706"
"20","B8","8","-5627.927","-138.03389","-348.02338","-382.87076"
"21","B9","8","3574.1978","-616.92377","252.64467","-329.0525"
"22","B10","8","-8655.202","362.61935","-106.1023","-207.15602"
"23","B11","8","-4974.5747","-335.39746","357.2332","-163.41306"
"24","B12","8","-10502.31","-240.12328","-47.309654","-825.39"
"25","C1","8","170584.86","17388.08","21416.508","202337.2"
"26","C2","8","167568.19","19096.771","19030.97","196736.52"
"27","C3","8","165942.2","20877.105","17402.783","195365.7"
"28","C4","8","157346.42","21672.623","15517.483","186810.6"
"29","C5","8","162615.0","22390.297","14590.95","184471.5"
"30","C6","8","133685.77","18946.969","12575.816","148024.67"
"31","C7","8","-8166.3","-884.13855","102.49635","522.89813"
"32","C8","8","-7714.1626","-169.70932","-462.56207","169.89597"
"33","C9","8","-6752.4165","79.073456","-452.36398","-49.349167"
"34","C10","8","-7886.0103","-400.6511","-404.06378","-67.956894"
"35","C11","8","-10896.942","-1010.5463","-353.29352","-1424.1074"
"36","C12","8","-9670.494","-290.80182","-156.4397","-402.22485"
"37","D1","8","168440.67","18302.629","21267.564","199739.9"
"38","D2","8","163199.28","18757.008","18123.578","189759.47"
"39","D3","8","165280.55","21350.352","16956.922","192290.14"
"40","D4","8","-6328.054","-535.94727","-167.74796","148.1842"
"41","D5","8","-12550.863","-564.13904","-854.6877","-792.56134"
"42","D6","8","-7106.586","-326.31448","-853.918","86.96266"
"43","D7","8","-4618.0645","-643.3791","-370.5132","-158.41182"
"44","D8","8","-6806.0737","-599.3603","-623.1654","-575.50946"
"45","D9","8","-6941.7993","71.35236","-286.03345","-815.7161"
"46","D10","8","-7255.563","-28.363792","-141.58543","-258.23505"
